ID,Type,SKU,Name,Published,Featured,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _wcj_product_price_by_user_role_enabled
,variation,MS-OTTICA-LED-DIAMETRO-ROSSA,Ottica LED Diametro 200 mm per Semafori,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,107.21,Dissuasori & Accessori,,,,,,MS-OTTICA-LED-DIAMETRO,,,,,,0,Taglia,Rossa,1,1,
,variation,MS-OTTICA-LED-DIAMETRO-VERDE,Ottica LED Diametro 200 mm per Semafori,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,105.94,Dissuasori & Accessori,,,,,,MS-OTTICA-LED-DIAMETRO,,,,,,0,Taglia,Verde,1,1,
,variation,MS-OTTICA-LED-DIAMETRO-GIALLA,Ottica LED Diametro 200 mm per Semafori,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,79.93,Dissuasori & Accessori,,,,,,MS-OTTICA-LED-DIAMETRO,,,,,,0,Taglia,Gialla,1,1,
,variable,MS-BATTERIA-RICARICABILE-12V,Batteria Ricaricabile 12V 100Ah,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,Standard|Long Life,1,1,
,variation,MS-BATTERIA-RICARICABILE-12V-STANDARD,Batteria Ricaricabile 12V 100Ah,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,153.52,Dissuasori & Accessori,,,,,,MS-BATTERIA-RICARICABILE-12V,,,,,,0,Taglia,Standard,1,1,
,variation,MS-BATTERIA-RICARICABILE-12V-LONG-LIFE,Batteria Ricaricabile 12V 100Ah,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,166.53,Dissuasori & Accessori,,,,,,MS-BATTERIA-RICARICABILE-12V,,,,,,0,Taglia,Long Life,1,1,
,variable,MS-DOSSO-IN-GOMMA,Dosso in Gomma Rallentatore h 3 cm (modulo centrale),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,https://epanza.com/5491-large_default/rallentatore-di-velocitagrave-in-gomma-h-3-cm-60x48-esclusi-tasselli.jpg,,,,,,,,,0,Taglia,60×48 cm,1,1,
,variation,MS-DOSSO-IN-GOMMA-60X48-CM,Dosso in Gomma Rallentatore h 3 cm (modulo centrale),1,0,visible,,,taxable,,1,,0,0,,,,,1,,,30.77,Dissuasori & Accessori,,,https://epanza.com/5491-large_default/rallentatore-di-velocitagrave-in-gomma-h-3-cm-60x48-esclusi-tasselli.jpg,,,MS-DOSSO-IN-GOMMA,,,,,,0,Taglia,60×48 cm,1,1,
,variable,MS-TERMINALE-PER-DOSSO,Terminale per Dosso Rallentatore h 3 cm — 60×27 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,Maschio|Femmina,1,1,
,variation,MS-TERMINALE-PER-DOSSO-MASCHIO,Terminale per Dosso Rallentatore h 3 cm — 60×27 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,20.62,Dissuasori & Accessori,,,,,,MS-TERMINALE-PER-DOSSO,,,,,,0,Taglia,Maschio,1,1,
,variation,MS-TERMINALE-PER-DOSSO-FEMMINA,Terminale per Dosso Rallentatore h 3 cm — 60×27 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,19.4,Dissuasori & Accessori,,,,,,MS-TERMINALE-PER-DOSSO,,,,,,0,Taglia,Femmina,1,1,
,variable,MS-DOSSO-IN-GOMMA-2,Dosso in Gomma Rallentatore h 5 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,https://epanza.com/5495-large_default/rallentatore-di-velocitagrave-in-gomma-h-5-cm-90x50-esclusi-tasselli.jpg,,,,,,,,,0,Taglia,90×50 cm,1,1,
,variation,MS-DOSSO-IN-GOMMA-2-90X50-CM,Dosso in Gomma Rallentatore h 5 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,56.46,Dissuasori & Accessori,,,https://epanza.com/5495-large_default/rallentatore-di-velocitagrave-in-gomma-h-5-cm-90x50-esclusi-tasselli.jpg,,,MS-DOSSO-IN-GOMMA-2,,,,,,0,Taglia,90×50 cm,1,1,
,variable,MS-TERMINALE-PER-DOSSO-2,Terminale per Dosso Rallentatore h 5 cm — 90×27 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,Maschio|Femmina,1,1,
,variation,MS-TERMINALE-PER-DOSSO-2-MASCHIO,Terminale per Dosso Rallentatore h 5 cm — 90×27 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,34.89,Dissuasori & Accessori,,,,,,MS-TERMINALE-PER-DOSSO-2,,,,,,0,Taglia,Maschio,1,1,
,variation,MS-TERMINALE-PER-DOSSO-2-FEMMINA,Terminale per Dosso Rallentatore h 5 cm — 90×27 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,34.89,Dissuasori & Accessori,,,,,,MS-TERMINALE-PER-DOSSO-2,,,,,,0,Taglia,Femmina,1,1,
,variable,MS-DOSSO-IN-GOMMA-3,Dosso in Gomma Rallentatore h 7 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,Maschio (60×50 cm)|Femmina (60×50 cm),1,1,
,variation,MS-DOSSO-IN-GOMMA-3-MASCHIO-60X50-CM,Dosso in Gomma Rallentatore h 7 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,62.68,Dissuasori & Accessori,,,,,,MS-DOSSO-IN-GOMMA-3,,,,,,0,Taglia,Maschio (60×50 cm),1,1,
,variation,MS-DOSSO-IN-GOMMA-3-FEMMINA-60X50-CM,Dosso in Gomma Rallentatore h 7 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,62.68,Dissuasori & Accessori,,,,,,MS-DOSSO-IN-GOMMA-3,,,,,,0,Taglia,Femmina (60×50 cm),1,1,
,variable,MS-TERMINALE-PER-DOSSO-3,Terminale per Dosso Rallentatore h 7 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,Maschio|Femmina,1,1,
,variation,MS-TERMINALE-PER-DOSSO-3-MASCHIO,Terminale per Dosso Rallentatore h 7 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,40.54,Dissuasori & Accessori,,,,,,MS-TERMINALE-PER-DOSSO-3,,,,,,0,Taglia,Maschio,1,1,
,variation,MS-TERMINALE-PER-DOSSO-3-FEMMINA,Terminale per Dosso Rallentatore h 7 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,40.54,Dissuasori & Accessori,,,,,,MS-TERMINALE-PER-DOSSO-3,,,,,,0,Taglia,Femmina,1,1,
,variable,MS-CORDOLO-IN-GOMMA,Cordolo in Gomma,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,h 5 cm (16×100 cm)|h 10 cm (30×100 cm),1,1,
,variation,MS-CORDOLO-IN-GOMMA-H-5-CM-16X100-CM,Cordolo in Gomma,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,65.85,Dissuasori & Accessori,,,,,,MS-CORDOLO-IN-GOMMA,,,,,,0,Taglia,h 5 cm (16×100 cm),1,1,
,variation,MS-CORDOLO-IN-GOMMA-H-10-CM-30X100-CM,Cordolo in Gomma,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,74.86,Dissuasori & Accessori,,,,,,MS-CORDOLO-IN-GOMMA,,,,,,0,Taglia,h 10 cm (30×100 cm),1,1,
,variable,MS-TERMINALE-PER-CORDOLO,Terminale per Cordolo h 5 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,Maschio|Femmina,1,1,
,variation,MS-TERMINALE-PER-CORDOLO-MASCHIO,Terminale per Cordolo h 5 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,52.53,Dissuasori & Accessori,,,,,,MS-TERMINALE-PER-CORDOLO,,,,,,0,Taglia,Maschio,1,1,
,variation,MS-TERMINALE-PER-CORDOLO-FEMMINA,Terminale per Cordolo h 5 cm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,52.53,Dissuasori & Accessori,,,,,,MS-TERMINALE-PER-CORDOLO,,,,,,0,Taglia,Femmina,1,1,
,variable,MS-PALETTO-PARAPEDONALE-IN,Paletto Parapedonale in Ferro Verniciato Bianco/Rosso,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Delineatori & Paletti,,,,,,,,,,,,0,Taglia,"48 mm, h 120 cm|60 mm, h 120 cm",1,1,
,variation,MS-PALETTO-PARAPEDONALE-IN-48-MM-H-120-CM,Paletto Parapedonale in Ferro Verniciato Bianco/Rosso,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.65,Delineatori & Paletti,,,,,,MS-PALETTO-PARAPEDONALE-IN,,,,,,0,Taglia,"48 mm, h 120 cm",1,1,
,variation,MS-PALETTO-PARAPEDONALE-IN-60-MM-H-120-CM,Paletto Parapedonale in Ferro Verniciato Bianco/Rosso,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.26,Delineatori & Paletti,,,,,,MS-PALETTO-PARAPEDONALE-IN,,,,,,0,Taglia,"60 mm, h 120 cm",1,1,
,variable,MS-DELIMITATORE-DI-PARCHEGGIO,Delimitatore di Parcheggio in Gomma,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Verticale,,,,,,,,,,,,0,Taglia,35 cm|70 cm,1,1,
,variation,MS-DELIMITATORE-DI-PARCHEGGIO-35-CM,Delimitatore di Parcheggio in Gomma,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,15.29,Segnaletica Verticale,,,,,,MS-DELIMITATORE-DI-PARCHEGGIO,,,,,,0,Taglia,35 cm,1,1,
,variation,MS-DELIMITATORE-DI-PARCHEGGIO-70-CM,Delimitatore di Parcheggio in Gomma,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,18.14,Segnaletica Verticale,,,,,,MS-DELIMITATORE-DI-PARCHEGGIO,,,,,,0,Taglia,70 cm,1,1,
,variable,MS-ARCHETTO-PARAPEDONALE-96X48,Archetto Parapedonale 96×48 cm — diam 48 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Delineatori & Paletti,,,,,,,,,,,,0,Taglia,Rosso|Bianco/rosso rifrangente Classe 1|Rosso con piastre inferiori,1,1,
,variation,MS-ARCHETTO-PARAPEDONALE-96X48-ROSSO,Archetto Parapedonale 96×48 cm — diam 48 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,52.51,Delineatori & Paletti,,,,,,MS-ARCHETTO-PARAPEDONALE-96X48,,,,,,0,Taglia,Rosso,1,1,
,variation,MS-ARCHETTO-PARAPEDONALE-96X48-BIANCO-ROSSO-RIFRANG,Archetto Parapedonale 96×48 cm — diam 48 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,58.11,Delineatori & Paletti,,,,,,MS-ARCHETTO-PARAPEDONALE-96X48,,,,,,0,Taglia,Bianco/rosso rifrangente Classe 1,1,1,
,variation,MS-ARCHETTO-PARAPEDONALE-96X48-ROSSO-CON-PIASTRE-IN,Archetto Parapedonale 96×48 cm — diam 48 mm,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,61.03,Delineatori & Paletti,,,,,,MS-ARCHETTO-PARAPEDONALE-96X48,,,,,,0,Taglia,Rosso con piastre inferiori,1,1,
,variable,MS-BASE-DI-APPESANTIMENTO,Base di Appesantimento in Gomma,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Cantieristica,,,,,,,,,,,,0,Taglia,15 kg|28 kg,1,1,
,variation,MS-BASE-DI-APPESANTIMENTO-15-KG,Base di Appesantimento in Gomma,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,20.74,Cantieristica,,,,,,MS-BASE-DI-APPESANTIMENTO,,,,,,0,Taglia,15 kg,1,1,
,variation,MS-BASE-DI-APPESANTIMENTO-28-KG,Base di Appesantimento in Gomma,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,26.45,Cantieristica,,,,,,MS-BASE-DI-APPESANTIMENTO,,,,,,0,Taglia,28 kg,1,1,
,variable,MS-VERNICE-TRACCIALINEE-SPRAY,Vernice Traccialinee Spray Sisas 500 ml,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Orizzontale,,,,,,,,,,,,0,Taglia,Bianca|Gialla,1,1,
,variation,MS-VERNICE-TRACCIALINEE-SPRAY-BIANCA,Vernice Traccialinee Spray Sisas 500 ml,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,11.04,Segnaletica Orizzontale,,,,,,MS-VERNICE-TRACCIALINEE-SPRAY,,,,,,0,Taglia,Bianca,1,1,
,variation,MS-VERNICE-TRACCIALINEE-SPRAY-GIALLA,Vernice Traccialinee Spray Sisas 500 ml,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,11.04,Segnaletica Orizzontale,,,,,,MS-VERNICE-TRACCIALINEE-SPRAY,,,,,,0,Taglia,Gialla,1,1,
,variable,MS-TRACCIATORE-DA-CANTIERE,Tracciatore da Cantiere Fluorescente Spray 500 ml,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Cantieristica,,,,,,,,,,,,0,Taglia,Rosso|Arancio|Verde,1,1,
,variation,MS-TRACCIATORE-DA-CANTIERE-ROSSO,Tracciatore da Cantiere Fluorescente Spray 500 ml,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,6.04,Cantieristica,,,,,,MS-TRACCIATORE-DA-CANTIERE,,,,,,0,Taglia,Rosso,1,1,
,variation,MS-TRACCIATORE-DA-CANTIERE-ARANCIO,Tracciatore da Cantiere Fluorescente Spray 500 ml,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,6.91,Cantieristica,,,,,,MS-TRACCIATORE-DA-CANTIERE,,,,,,0,Taglia,Arancio,1,1,
,variation,MS-TRACCIATORE-DA-CANTIERE-VERDE,Tracciatore da Cantiere Fluorescente Spray 500 ml,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,6.91,Cantieristica,,,,,,MS-TRACCIATORE-DA-CANTIERE,,,,,,0,Taglia,Verde,1,1,
,variable,MS-NASTRO-SEGNALETICO-PER,Nastro Segnaletico per Utenze 200 m,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Orizzontale,,,,,,,,,,,,0,Taglia,Attenzione tubo gas|Attenzione tubo acqua|Attenzione cavi elettrici|Attenzione cavo telefonico,1,1,
,variation,MS-NASTRO-SEGNALETICO-PER-ATTENZIONE-TUBO-GAS,Nastro Segnaletico per Utenze 200 m,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,23.28,Segnaletica Orizzontale,,,,,,MS-NASTRO-SEGNALETICO-PER,,,,,,0,Taglia,Attenzione tubo gas,1,1,
,variation,MS-NASTRO-SEGNALETICO-PER-ATTENZIONE-TUBO-ACQU,Nastro Segnaletico per Utenze 200 m,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,23.28,Segnaletica Orizzontale,,,,,,MS-NASTRO-SEGNALETICO-PER,,,,,,0,Taglia,Attenzione tubo acqua,1,1,
,variation,MS-NASTRO-SEGNALETICO-PER-ATTENZIONE-CAVI-ELET,Nastro Segnaletico per Utenze 200 m,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,23.28,Segnaletica Orizzontale,,,,,,MS-NASTRO-SEGNALETICO-PER,,,,,,0,Taglia,Attenzione cavi elettrici,1,1,
,variation,MS-NASTRO-SEGNALETICO-PER-ATTENZIONE-CAVO-TELE,Nastro Segnaletico per Utenze 200 m,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,23.28,Segnaletica Orizzontale,,,,,,MS-NASTRO-SEGNALETICO-PER,,,,,,0,Taglia,Attenzione cavo telefonico,1,1,
,variable,MS-OCCHIO-DI-GATTO,Occhio di Gatto Bifacciale — conf. 10 pz,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Segnaletica Orizzontale,,,,,,,,,,,,0,Taglia,Bianco/bianco retroriflettente|Bianco/rosso retroriflettente|Giallo/giallo retroriflettente,1,1,
,variation,MS-OCCHIO-DI-GATTO-BIANCO-BIANCO-RETROR,Occhio di Gatto Bifacciale — conf. 10 pz,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,6.53,Segnaletica Orizzontale,,,,,,MS-OCCHIO-DI-GATTO,,,,,,0,Taglia,Bianco/bianco retroriflettente,1,1,
,variation,MS-OCCHIO-DI-GATTO-BIANCO-ROSSO-RETRORI,Occhio di Gatto Bifacciale — conf. 10 pz,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,3.06,Segnaletica Orizzontale,,,,,,MS-OCCHIO-DI-GATTO,,,,,,0,Taglia,Bianco/rosso retroriflettente,1,1,
,variation,MS-OCCHIO-DI-GATTO-GIALLO-GIALLO-RETROR,Occhio di Gatto Bifacciale — conf. 10 pz,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,6.53,Segnaletica Orizzontale,,,,,,MS-OCCHIO-DI-GATTO,,,,,,0,Taglia,Giallo/giallo retroriflettente,1,1,
,variable,MS-CATENA-IN-PVC,Catena in PVC bianco/rossa al metro,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Cantieristica,,,,,,,,,,,,0,Taglia,Mod. 104|Mod. 105,1,1,
,variation,MS-CATENA-IN-PVC-MOD-104,Catena in PVC bianco/rossa al metro,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,1.21,Cantieristica,,,,,,MS-CATENA-IN-PVC,,,,,,0,Taglia,Mod. 104,1,1,
,variation,MS-CATENA-IN-PVC-MOD-105,Catena in PVC bianco/rossa al metro,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,1.46,Cantieristica,,,,,,MS-CATENA-IN-PVC,,,,,,0,Taglia,Mod. 105,1,1,
,variable,MS-BANDIERINA-SEGNALETICA-FLUORES,Bandierina Segnaletica Fluorescente,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Cantieristica,,,,,,,,,,,,0,Taglia,Manico legno|Manico alluminio|Con inserti rifrangenti + manico legno|Con inserti rifrangenti + manico alluminio,1,1,
,variation,MS-BANDIERINA-SEGNALETICA-FLUORES-MANICO-LEGNO,Bandierina Segnaletica Fluorescente,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,6.98,Cantieristica,,,,,,MS-BANDIERINA-SEGNALETICA-FLUORES,,,,,,0,Taglia,Manico legno,1,1,
,variation,MS-BANDIERINA-SEGNALETICA-FLUORES-MANICO-ALLUMINIO,Bandierina Segnaletica Fluorescente,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,11.74,Cantieristica,,,,,,MS-BANDIERINA-SEGNALETICA-FLUORES,,,,,,0,Taglia,Manico alluminio,1,1,
,variation,MS-BANDIERINA-SEGNALETICA-FLUORES-CON-INSERTI-RIFRANGE,Bandierina Segnaletica Fluorescente,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,10.66,Cantieristica,,,,,,MS-BANDIERINA-SEGNALETICA-FLUORES,,,,,,0,Taglia,Con inserti rifrangenti + manico legno,1,1,
,variation,MS-BANDIERINA-SEGNALETICA-FLUORES-CON-INSERTI-RIFRANGE,Bandierina Segnaletica Fluorescente,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,16.49,Cantieristica,,,,,,MS-BANDIERINA-SEGNALETICA-FLUORES,,,,,,0,Taglia,Con inserti rifrangenti + manico alluminio,1,1,
,variable,MS-CANOTTO-INNESTO-PER,Canotto Innesto per Paletto Parapedonale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Delineatori & Paletti,,,,,,,,,,,,0,Taglia,48 mm|60 mm,1,1,
,variation,MS-CANOTTO-INNESTO-PER-48-MM,Canotto Innesto per Paletto Parapedonale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,7.23,Delineatori & Paletti,,,,,,MS-CANOTTO-INNESTO-PER,,,,,,0,Taglia,48 mm,1,1,
,variation,MS-CANOTTO-INNESTO-PER-60-MM,Canotto Innesto per Paletto Parapedonale,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,8.25,Delineatori & Paletti,,,,,,MS-CANOTTO-INNESTO-PER,,,,,,0,Taglia,60 mm,1,1,
,variable,MS-CAVALLETTO-PER-SEGNALETICA,Cavalletto per Segnaletica,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Dissuasori & Accessori,,,,,,,,,,,,0,Taglia,M18 a 4 zampe|M9V apertura a sdraio|M16 apertura a sdraio|M17 apertura a sdraio,1,1,
,variation,MS-CAVALLETTO-PER-SEGNALETICA-M18-A-4-ZAMPE,Cavalletto per Segnaletica,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,28.17,Dissuasori & Accessori,,,,,,MS-CAVALLETTO-PER-SEGNALETICA,,,,,,0,Taglia,M18 a 4 zampe,1,1,
,variation,MS-CAVALLETTO-PER-SEGNALETICA-M9V-APERTURA-A-SDRAI,Cavalletto per Segnaletica,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,36.1,Dissuasori & Accessori,,,,,,MS-CAVALLETTO-PER-SEGNALETICA,,,,,,0,Taglia,M9V apertura a sdraio,1,1,
,variation,MS-CAVALLETTO-PER-SEGNALETICA-M16-APERTURA-A-SDRAI,Cavalletto per Segnaletica,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,44.41,Dissuasori & Accessori,,,,,,MS-CAVALLETTO-PER-SEGNALETICA,,,,,,0,Taglia,M16 apertura a sdraio,1,1,
,variation,MS-CAVALLETTO-PER-SEGNALETICA-M17-APERTURA-A-SDRAI,Cavalletto per Segnaletica,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,76.25,Dissuasori & Accessori,,,,,,MS-CAVALLETTO-PER-SEGNALETICA,,,,,,0,Taglia,M17 apertura a sdraio,1,1,
,variable,MS-TARGHE-PER-CANTIERE,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,,Cantieristica,,,https://epanza.com/it/cartelli-cantiere-fondo-giallo/2797-targa-60x90-in-lamiera-classe-1-quot-attenzione-taglio-erba-per-1-km-quot-8059692725267.html,,,,,,,,,0,Taglia,Attenzione taglio erba 60×90 cm|Attenzione macchine operatrici 60×90 cm|Attenzione strada scarificata 60×90 cm|Attenzione uscita autocarri Fig. s313/a 60×90 cm|Segnale variazione corsie Fig. 344 135×90 cm|Segnale carreggiata chiusa Fig. 413/a 180×200 cm|Delineatore curva stratta Fig. 466 240×60 cm|Delineatore inserzione T Fig. 467 240×60 cm|Delineatori modulari curva Fig. 468 60×60 cm|Paletto delimitazione Fig. 470/b 20×80 cm|Paletto delimitazione freccia sx Fig. 470/d 25×100 cm|Paletto delimitazione freccia dx Fig. 470/c 25×100 cm|Delineatore speciale ostacolo Fig. 472 alluminio|Senso unico parallelo Fig. 348 100×25 cm|Inizio centro abitato Fig. 273 150×70 cm|Zona rimozione 40×60 cm|Parcheggio fig.78 passo carrabile 60×90 cm|Sosta riservata Fig. 79/d 40×40 cm,1,1,
,variation,MS-TARGHE-PER-CANTIERE-ATTENZIONE-TAGLIO-ER,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,41.74,Cantieristica,,,https://epanza.com/it/cartelli-cantiere-fondo-giallo/2797-targa-60x90-in-lamiera-classe-1-quot-attenzione-taglio-erba-per-1-km-quot-8059692725267.html,,,MS-TARGHE-PER-CANTIERE,,,,,,0,Taglia,Attenzione taglio erba 60×90 cm,1,1,
,variation,MS-TARGHE-PER-CANTIERE-ATTENZIONE-MACCHINE-,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,53.42,Cantieristica,,,https://epanza.com/it/cartelli-cantiere-fondo-giallo/2798-targa-60x90-in-lamiera-classe-1-quot-attenzione-macchine-operatrici-in-movimento-quot-8059692725274.html,,,MS-TARGHE-PER-CANTIERE,,,,,,0,Taglia,Attenzione macchine operatrici 60×90 cm,1,1,
,variation,MS-TARGHE-PER-CANTIERE-ATTENZIONE-STRADA-SC,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,44.85,Cantieristica,,,https://epanza.com/it/cartelli-cantiere-fondo-giallo/2799-targa-60x90-in-lamiera-classe-1-quot-attenzione-strada-scarificata-pericolo-quot-8059692725281.html,,,MS-TARGHE-PER-CANTIERE,,,,,,0,Taglia,Attenzione strada scarificata 60×90 cm,1,1,
,variation,MS-TARGHE-PER-CANTIERE-ATTENZIONE-USCITA-AU,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,53.42,Cantieristica,,,https://epanza.com/it/cartelli-cantiere-fondo-giallo/2800-targa-60x90-in-lamiera-classe-1-fig-s313-a-quot-attenzione-uscita-autocarri-quot-8059692721429.html,,,MS-TARGHE-PER-CANTIERE,,,,,,0,Taglia,Attenzione uscita autocarri Fig. s313/a 60×90 cm,1,1,
,variation,MS-TARGHE-PER-CANTIERE-SEGNALE-VARIAZIONE-C,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,91.34,Cantieristica,,,https://epanza.com/it/cartelli-cantiere-fondo-giallo/1126-targa-in-lamiera-classe-1-135x90-fig-344-quot-variazione-corsie-disponibili-quot-8059692723027.html,,,MS-TARGHE-PER-CANTIERE,,,,,,0,Taglia,Segnale variazione corsie Fig. 344 135×90 cm,1,1,
,variation,MS-TARGHE-PER-CANTIERE-SEGNALE-CARREGGIATA-,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,481.4,Cantieristica,,,https://epanza.com/it/cartelli-cantiere-fondo-giallo/1196-targa-in-lamiera-classe-1-180x200-fig-413-a-quot-segnale-di-carreggiata-chiusa-quot-8059692723324.html,,,MS-TARGHE-PER-CANTIERE,,,,,,0,Taglia,Segnale carreggiata chiusa Fig. 413/a 180×200 cm,1,1,
,variation,MS-TARGHE-PER-CANTIERE-DELINEATORE-CURVA-ST,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,148.07,Cantieristica,,,https://epanza.com/it/pannelli-integrativi-omologati/1710-targa-in-lamiera-classe-1-240x60-fig-466-quot-delineatore-di-curva-stretta-o-tornante-quot-8059692724734.html,,,MS-TARGHE-PER-CANTIERE,,,,,,0,Taglia,Delineatore curva stratta Fig. 466 240×60 cm,1,1,
,variation,MS-TARGHE-PER-CANTIERE-DELINEATORE-INSERZIO,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,160.31,Cantieristica,,,https://epanza.com/it/pannelli-integrativi-omologati/1712-targa-in-lamiera-classe-1-240x60-fig-467-quot-delineatore-per-inserzione-a-t-quot-8059692724741.html,,,MS-TARGHE-PER-CANTIERE,,,,,,0,Taglia,Delineatore inserzione T Fig. 467 240×60 cm,1,1,
,variation,MS-TARGHE-PER-CANTIERE-DELINEATORI-MODULARI,Targhe per Cantiere — Singole,1,0,visible,,,taxable,,1,,0,0,,,,,1,,,29.31,Cantieristica,,,https://epanza.com/it/pannelli-integrativi-omologati/1714-targa-60x60-cm-classe-1-fig-468-quot-delineatori-modulari-di-curva-quot-8059692722891.html,,,MS-TARGHE-PER-CANTIERE,,,,,,0,Taglia,Delineatori modulari curva Fig. 468 60×60 cm,1,1,
